candidate_id,skill_id,skill_name,skill_level,years_of_experience
CAND0086,SK002,Excel,Beginner,2.4
CAND0086,SK003,Power BI,Intermediate,3.7
CAND0086,SK006,Data Cleaning,Beginner,2.8
CAND0086,SK009,Talent Intelligence,Intermediate,3.1
CAND0086,SK016,Problem Solving,Beginner,2.1
CAND0086,SK018,DAX,Intermediate,1.0
CAND0086,SK019,ETL,Beginner,3.6
CAND0086,SK020,Statistics,Advanced,2.8
CAND0087,SK001,SQL,Intermediate,2.4
CAND0087,SK002,Excel,Intermediate,3.1
CAND0087,SK003,Power BI,Beginner,3.2
CAND0087,SK008,Recruitment Analytics,Advanced,2.3
CAND0087,SK010,Automation,Beginner,2.0
CAND0087,SK011,Power Automate,Advanced,2.7
CAND0088,SK001,SQL,Advanced,4.1
CAND0088,SK002,Excel,Beginner,2.4
CAND0088,SK008,Recruitment Analytics,Advanced,0.7
CAND0088,SK009,Talent Intelligence,Intermediate,2.6
CAND0088,SK013,Machine Learning,Beginner,2.1
CAND0088,SK017,Market Research,Intermediate,4.8
CAND0088,SK018,DAX,Intermediate,3.4
CAND0088,SK020,Statistics,Advanced,0.7
CAND0089,SK002,Excel,Advanced,2.7
CAND0089,SK004,Python,Intermediate,0.2
CAND0089,SK009,Talent Intelligence,Intermediate,3.9
CAND0089,SK010,Automation,Beginner,2.5
CAND0089,SK013,Machine Learning,Advanced,4.9
CAND0089,SK015,Communication,Intermediate,3.2
CAND0089,SK017,Market Research,Beginner,2.3
CAND0089,SK019,ETL,Beginner,1.2
CAND0090,SK001,SQL,Beginner,3.3
CAND0090,SK002,Excel,Intermediate,4.2
CAND0090,SK003,Power BI,Advanced,1.8
CAND0090,SK004,Python,Beginner,3.4
CAND0090,SK007,Dashboarding,Beginner,2.4
CAND0090,SK015,Communication,Advanced,2.6
CAND0090,SK016,Problem Solving,Advanced,4.8
CAND0090,SK017,Market Research,Advanced,1.1
CAND0090,SK018,DAX,Advanced,2.4
CAND0090,SK020,Statistics,Intermediate,0.6
CAND0091,SK001,SQL,Beginner,2.9
CAND0091,SK002,Excel,Advanced,0.8
CAND0091,SK004,Python,Beginner,1.4
CAND0091,SK013,Machine Learning,Beginner,2.4
CAND0091,SK014,LLMs,Advanced,3.8
CAND0091,SK018,DAX,Beginner,5.0
CAND0091,SK020,Statistics,Intermediate,1.1
CAND0092,SK004,Python,Advanced,3.5
CAND0092,SK007,Dashboarding,Intermediate,4.5
CAND0092,SK009,Talent Intelligence,Beginner,1.1
CAND0092,SK011,Power Automate,Advanced,3.8
CAND0092,SK013,Machine Learning,Advanced,4.7
CAND0092,SK017,Market Research,Beginner,1.6
CAND0092,SK020,Statistics,Advanced,4.4
CAND0093,SK001,SQL,Intermediate,2.9
CAND0093,SK002,Excel,Intermediate,4.2
CAND0093,SK003,Power BI,Advanced,0.5
CAND0093,SK004,Python,Advanced,2.0
CAND0093,SK005,Pandas,Intermediate,0.2
CAND0093,SK008,Recruitment Analytics,Intermediate,1.4
CAND0093,SK014,LLMs,Intermediate,0.8
CAND0094,SK001,SQL,Intermediate,4.0
CAND0094,SK002,Excel,Intermediate,3.5
CAND0094,SK005,Pandas,Beginner,4.4
CAND0094,SK008,Recruitment Analytics,Advanced,1.5
CAND0094,SK012,APIs,Advanced,2.8
CAND0094,SK014,LLMs,Beginner,1.9
CAND0094,SK019,ETL,Advanced,2.9
CAND0095,SK003,Power BI,Beginner,2.0
CAND0095,SK004,Python,Intermediate,3.1
CAND0095,SK007,Dashboarding,Advanced,4.9
CAND0095,SK008,Recruitment Analytics,Intermediate,1.6
CAND0095,SK009,Talent Intelligence,Beginner,0.8
CAND0095,SK012,APIs,Advanced,1.7
CAND0095,SK013,Machine Learning,Intermediate,4.8
CAND0095,SK017,Market Research,Advanced,4.5
CAND0096,SK001,SQL,Beginner,0.3
CAND0096,SK002,Excel,Intermediate,2.1
CAND0096,SK006,Data Cleaning,Intermediate,4.8
CAND0096,SK009,Talent Intelligence,Advanced,3.0
CAND0096,SK013,Machine Learning,Beginner,1.1
CAND0096,SK017,Market Research,Intermediate,2.0
CAND0097,SK004,Python,Advanced,2.4
CAND0097,SK005,Pandas,Intermediate,2.4
CAND0097,SK006,Data Cleaning,Beginner,2.0
CAND0097,SK007,Dashboarding,Intermediate,0.3
CAND0097,SK008,Recruitment Analytics,Beginner,1.4
CAND0097,SK009,Talent Intelligence,Advanced,1.0
CAND0097,SK013,Machine Learning,Advanced,4.7
CAND0097,SK018,DAX,Intermediate,4.5
CAND0097,SK020,Statistics,Beginner,0.7
CAND0098,SK002,Excel,Beginner,1.6
CAND0098,SK003,Power BI,Beginner,3.3
CAND0098,SK004,Python,Advanced,3.6
CAND0098,SK005,Pandas,Intermediate,0.9
CAND0098,SK007,Dashboarding,Advanced,3.7
CAND0098,SK017,Market Research,Beginner,4.8
CAND0098,SK020,Statistics,Intermediate,3.8
CAND0099,SK001,SQL,Intermediate,1.7
CAND0099,SK002,Excel,Advanced,4.2
CAND0099,SK003,Power BI,Intermediate,0.8
CAND0099,SK007,Dashboarding,Advanced,3.1
CAND0099,SK010,Automation,Intermediate,3.3
CAND0099,SK019,ETL,Advanced,2.0
CAND0100,SK001,SQL,Beginner,0.3
CAND0100,SK002,Excel,Intermediate,5.0
CAND0100,SK004,Python,Intermediate,3.1
CAND0100,SK005,Pandas,Beginner,3.2
CAND0100,SK010,Automation,Intermediate,2.9
CAND0100,SK011,Power Automate,Advanced,2.1
CAND0100,SK020,Statistics,Advanced,4.7
CAND0101,SK001,SQL,Advanced,2.2
CAND0101,SK002,Excel,Beginner,4.7
CAND0101,SK004,Python,Intermediate,2.9
CAND0101,SK005,Pandas,Intermediate,0.9
CAND0101,SK008,Recruitment Analytics,Advanced,4.6
CAND0101,SK011,Power Automate,Advanced,4.8
CAND0101,SK012,APIs,Intermediate,4.3
CAND0101,SK013,Machine Learning,Beginner,1.7
CAND0101,SK020,Statistics,Intermediate,2.6
CAND0102,SK002,Excel,Intermediate,0.7
CAND0102,SK003,Power BI,Beginner,2.6
CAND0102,SK006,Data Cleaning,Intermediate,1.1
CAND0102,SK008,Recruitment Analytics,Beginner,0.6
CAND0102,SK011,Power Automate,Intermediate,0.5
CAND0103,SK002,Excel,Advanced,0.5
CAND0103,SK003,Power BI,Beginner,2.7
CAND0103,SK005,Pandas,Beginner,1.2
CAND0103,SK006,Data Cleaning,Beginner,1.1
CAND0103,SK012,APIs,Advanced,1.1
CAND0103,SK018,DAX,Intermediate,4.3
CAND0103,SK019,ETL,Intermediate,1.5
CAND0104,SK001,SQL,Beginner,3.9
CAND0104,SK004,Python,Intermediate,4.9
CAND0104,SK007,Dashboarding,Beginner,3.5
CAND0104,SK009,Talent Intelligence,Intermediate,2.2
CAND0104,SK010,Automation,Beginner,3.9
CAND0104,SK016,Problem Solving,Advanced,0.5
CAND0104,SK018,DAX,Intermediate,3.2
CAND0104,SK019,ETL,Advanced,2.9
CAND0105,SK001,SQL,Beginner,3.1
CAND0105,SK002,Excel,Beginner,2.9
CAND0105,SK003,Power BI,Intermediate,2.6
CAND0105,SK006,Data Cleaning,Intermediate,1.9
CAND0105,SK008,Recruitment Analytics,Advanced,0.6
CAND0105,SK012,APIs,Advanced,4.1
CAND0105,SK016,Problem Solving,Intermediate,4.5
CAND0106,SK001,SQL,Intermediate,0.2
CAND0106,SK002,Excel,Intermediate,0.3
CAND0106,SK008,Recruitment Analytics,Beginner,4.5
CAND0106,SK009,Talent Intelligence,Beginner,3.6
CAND0106,SK010,Automation,Intermediate,4.5
CAND0106,SK011,Power Automate,Beginner,2.8
CAND0106,SK012,APIs,Beginner,5.0
CAND0106,SK013,Machine Learning,Beginner,3.1
CAND0106,SK020,Statistics,Advanced,2.8
CAND0107,SK001,SQL,Advanced,0.4
CAND0107,SK002,Excel,Advanced,2.0
CAND0107,SK003,Power BI,Advanced,2.9
CAND0107,SK007,Dashboarding,Advanced,4.8
CAND0107,SK013,Machine Learning,Advanced,4.9
CAND0107,SK018,DAX,Advanced,0.3
CAND0108,SK001,SQL,Intermediate,1.6
CAND0108,SK002,Excel,Intermediate,3.6
CAND0108,SK003,Power BI,Beginner,4.4
CAND0108,SK005,Pandas,Advanced,1.3
CAND0108,SK006,Data Cleaning,Advanced,2.2
CAND0108,SK013,Machine Learning,Beginner,0.5
CAND0108,SK018,DAX,Beginner,3.1
CAND0108,SK020,Statistics,Intermediate,1.6
CAND0109,SK001,SQL,Advanced,2.5
CAND0109,SK002,Excel,Beginner,3.1
CAND0109,SK014,LLMs,Beginner,4.9
CAND0109,SK017,Market Research,Advanced,0.8
CAND0109,SK020,Statistics,Advanced,3.2
CAND0110,SK002,Excel,Advanced,1.5
CAND0110,SK003,Power BI,Intermediate,2.9
CAND0110,SK004,Python,Intermediate,1.0
CAND0110,SK007,Dashboarding,Intermediate,1.4
CAND0110,SK008,Recruitment Analytics,Advanced,0.8
CAND0110,SK010,Automation,Advanced,3.3
CAND0110,SK011,Power Automate,Beginner,1.6
CAND0110,SK014,LLMs,Intermediate,4.0
CAND0110,SK017,Market Research,Advanced,4.9
CAND0110,SK018,DAX,Beginner,0.3
CAND0111,SK001,SQL,Intermediate,3.7
CAND0111,SK002,Excel,Beginner,4.3
CAND0111,SK004,Python,Advanced,4.5
CAND0111,SK016,Problem Solving,Beginner,4.6
CAND0111,SK017,Market Research,Beginner,0.6
CAND0111,SK019,ETL,Beginner,1.6
CAND0111,SK020,Statistics,Advanced,0.6
CAND0112,SK004,Python,Intermediate,1.1
CAND0112,SK008,Recruitment Analytics,Intermediate,3.6
CAND0112,SK009,Talent Intelligence,Advanced,2.0
CAND0112,SK011,Power Automate,Beginner,1.9
CAND0112,SK013,Machine Learning,Beginner,0.9
CAND0112,SK014,LLMs,Intermediate,0.6
CAND0112,SK015,Communication,Advanced,1.6
CAND0112,SK018,DAX,Beginner,2.0
CAND0112,SK019,ETL,Advanced,4.6
CAND0113,SK001,SQL,Beginner,0.4
CAND0113,SK004,Python,Intermediate,1.3
CAND0113,SK007,Dashboarding,Beginner,2.0
CAND0113,SK013,Machine Learning,Beginner,3.7
CAND0113,SK017,Market Research,Advanced,0.6
CAND0113,SK019,ETL,Advanced,2.3
CAND0114,SK001,SQL,Beginner,0.5
CAND0114,SK004,Python,Advanced,1.3
CAND0114,SK018,DAX,Beginner,0.9
CAND0114,SK020,Statistics,Beginner,0.3
CAND0115,SK001,SQL,Beginner,3.0
CAND0115,SK004,Python,Beginner,4.9
CAND0115,SK006,Data Cleaning,Beginner,0.4
CAND0115,SK007,Dashboarding,Advanced,2.8
CAND0115,SK010,Automation,Beginner,0.8
CAND0115,SK011,Power Automate,Intermediate,1.9
CAND0115,SK012,APIs,Intermediate,4.7
CAND0115,SK015,Communication,Advanced,1.7
CAND0116,SK002,Excel,Intermediate,1.3
CAND0116,SK005,Pandas,Beginner,0.8
CAND0116,SK010,Automation,Beginner,3.2
CAND0116,SK011,Power Automate,Beginner,3.6
CAND0116,SK012,APIs,Advanced,2.1
CAND0116,SK019,ETL,Advanced,1.9
CAND0117,SK001,SQL,Intermediate,0.9
CAND0117,SK002,Excel,Intermediate,3.2
CAND0117,SK010,Automation,Beginner,1.7
CAND0117,SK011,Power Automate,Intermediate,2.0
CAND0117,SK013,Machine Learning,Beginner,4.9
CAND0117,SK017,Market Research,Intermediate,0.7
CAND0117,SK020,Statistics,Intermediate,4.2
CAND0118,SK001,SQL,Intermediate,0.3
CAND0118,SK005,Pandas,Beginner,1.9
CAND0118,SK014,LLMs,Beginner,2.0
CAND0118,SK015,Communication,Intermediate,0.3
CAND0118,SK018,DAX,Intermediate,4.8
CAND0118,SK020,Statistics,Advanced,0.2
CAND0119,SK001,SQL,Intermediate,0.8
CAND0119,SK003,Power BI,Intermediate,1.7
CAND0119,SK004,Python,Beginner,1.4
CAND0119,SK006,Data Cleaning,Intermediate,1.7
CAND0119,SK007,Dashboarding,Advanced,1.5
CAND0119,SK008,Recruitment Analytics,Advanced,2.0
CAND0119,SK014,LLMs,Intermediate,3.7
CAND0119,SK016,Problem Solving,Intermediate,1.2
CAND0120,SK002,Excel,Advanced,3.3
CAND0120,SK011,Power Automate,Advanced,2.1
CAND0120,SK015,Communication,Advanced,4.7
CAND0120,SK018,DAX,Advanced,2.1
CAND0120,SK019,ETL,Beginner,2.3
CAND0120,SK020,Statistics,Intermediate,4.4
CAND0121,SK001,SQL,Advanced,2.4
CAND0121,SK004,Python,Beginner,4.9
CAND0121,SK007,Dashboarding,Advanced,3.5
CAND0121,SK008,Recruitment Analytics,Intermediate,4.0
CAND0121,SK009,Talent Intelligence,Beginner,2.8
CAND0121,SK011,Power Automate,Beginner,4.3
CAND0121,SK015,Communication,Advanced,0.7
CAND0121,SK016,Problem Solving,Beginner,1.0
CAND0121,SK017,Market Research,Advanced,1.9
CAND0121,SK018,DAX,Intermediate,1.4
CAND0122,SK004,Python,Beginner,1.1
CAND0122,SK005,Pandas,Advanced,4.6
CAND0122,SK007,Dashboarding,Intermediate,1.4
CAND0122,SK016,Problem Solving,Beginner,4.1
CAND0122,SK018,DAX,Intermediate,2.0
CAND0122,SK020,Statistics,Advanced,3.3
CAND0123,SK004,Python,Beginner,0.9
CAND0123,SK006,Data Cleaning,Advanced,1.1
CAND0123,SK008,Recruitment Analytics,Advanced,0.7
CAND0123,SK015,Communication,Advanced,5.0
CAND0123,SK016,Problem Solving,Beginner,2.2
CAND0123,SK020,Statistics,Beginner,1.3
CAND0124,SK002,Excel,Advanced,2.7
CAND0124,SK004,Python,Advanced,0.2
CAND0124,SK005,Pandas,Advanced,2.5
CAND0124,SK007,Dashboarding,Intermediate,4.3
CAND0124,SK009,Talent Intelligence,Intermediate,4.2
CAND0124,SK010,Automation,Advanced,1.8
CAND0124,SK017,Market Research,Intermediate,0.5
CAND0125,SK001,SQL,Beginner,1.2
CAND0125,SK002,Excel,Beginner,1.1
CAND0125,SK003,Power BI,Intermediate,5.0
CAND0125,SK007,Dashboarding,Advanced,3.9
CAND0125,SK008,Recruitment Analytics,Beginner,2.6
CAND0125,SK011,Power Automate,Intermediate,2.4
CAND0125,SK014,LLMs,Beginner,4.7
CAND0126,SK001,SQL,Advanced,1.9
CAND0126,SK002,Excel,Beginner,2.0
CAND0126,SK004,Python,Beginner,1.8
CAND0126,SK008,Recruitment Analytics,Intermediate,1.0
CAND0126,SK010,Automation,Advanced,4.0
CAND0126,SK012,APIs,Beginner,3.2
CAND0126,SK013,Machine Learning,Beginner,3.7
CAND0126,SK017,Market Research,Beginner,3.3
CAND0126,SK018,DAX,Advanced,1.6
CAND0127,SK001,SQL,Intermediate,2.6
CAND0127,SK005,Pandas,Intermediate,2.4
CAND0127,SK009,Talent Intelligence,Beginner,2.0
CAND0127,SK016,Problem Solving,Beginner,4.2
CAND0128,SK001,SQL,Intermediate,4.4
CAND0128,SK002,Excel,Intermediate,4.7
CAND0128,SK004,Python,Advanced,0.5
CAND0128,SK006,Data Cleaning,Advanced,2.3
CAND0128,SK008,Recruitment Analytics,Intermediate,3.1
CAND0128,SK013,Machine Learning,Advanced,3.0
CAND0128,SK016,Problem Solving,Beginner,2.7
CAND0129,SK001,SQL,Beginner,3.0
CAND0129,SK003,Power BI,Advanced,4.5
CAND0129,SK009,Talent Intelligence,Intermediate,0.3
CAND0129,SK016,Problem Solving,Intermediate,3.1
CAND0129,SK019,ETL,Advanced,1.2
CAND0129,SK020,Statistics,Intermediate,3.9
CAND0130,SK002,Excel,Advanced,2.8
CAND0130,SK004,Python,Advanced,4.7
CAND0130,SK005,Pandas,Advanced,4.1
CAND0130,SK007,Dashboarding,Beginner,3.4
CAND0130,SK008,Recruitment Analytics,Beginner,1.8
CAND0130,SK010,Automation,Intermediate,2.9
CAND0130,SK017,Market Research,Intermediate,1.3
CAND0130,SK018,DAX,Beginner,0.2
CAND0130,SK020,Statistics,Beginner,1.1
CAND0131,SK001,SQL,Intermediate,2.1
CAND0131,SK005,Pandas,Intermediate,3.8
CAND0131,SK006,Data Cleaning,Advanced,2.6
CAND0131,SK007,Dashboarding,Advanced,3.9
CAND0131,SK008,Recruitment Analytics,Advanced,0.9
CAND0131,SK010,Automation,Beginner,1.2
CAND0131,SK014,LLMs,Advanced,3.3
CAND0131,SK018,DAX,Advanced,2.5
CAND0132,SK002,Excel,Advanced,1.4
CAND0132,SK003,Power BI,Advanced,2.0
CAND0132,SK004,Python,Intermediate,2.4
CAND0132,SK007,Dashboarding,Advanced,3.1
CAND0132,SK010,Automation,Intermediate,2.1
CAND0132,SK013,Machine Learning,Advanced,1.8
CAND0132,SK018,DAX,Intermediate,3.5
CAND0133,SK001,SQL,Beginner,0.4
CAND0133,SK002,Excel,Advanced,0.5
CAND0133,SK004,Python,Beginner,2.2
CAND0133,SK007,Dashboarding,Intermediate,2.1
CAND0133,SK008,Recruitment Analytics,Beginner,0.7
CAND0133,SK009,Talent Intelligence,Intermediate,1.9
CAND0133,SK010,Automation,Intermediate,3.7
CAND0133,SK013,Machine Learning,Advanced,2.6
CAND0133,SK014,LLMs,Intermediate,1.8
CAND0133,SK019,ETL,Advanced,4.6
CAND0134,SK001,SQL,Beginner,2.1
CAND0134,SK002,Excel,Intermediate,1.8
CAND0134,SK003,Power BI,Intermediate,4.1
CAND0134,SK004,Python,Beginner,1.6
CAND0134,SK011,Power Automate,Beginner,1.9
CAND0134,SK012,APIs,Intermediate,2.0
CAND0134,SK016,Problem Solving,Intermediate,1.8
CAND0134,SK018,DAX,Beginner,1.0
CAND0134,SK020,Statistics,Intermediate,4.3
CAND0135,SK001,SQL,Intermediate,4.6
CAND0135,SK003,Power BI,Intermediate,0.3
CAND0135,SK004,Python,Beginner,4.2
CAND0135,SK010,Automation,Intermediate,4.4
CAND0135,SK016,Problem Solving,Advanced,0.5
CAND0135,SK017,Market Research,Beginner,4.8
CAND0135,SK020,Statistics,Intermediate,1.1
CAND0136,SK001,SQL,Advanced,3.7
CAND0136,SK002,Excel,Beginner,0.3
CAND0136,SK003,Power BI,Advanced,3.9
CAND0136,SK004,Python,Intermediate,3.8
CAND0136,SK005,Pandas,Beginner,1.5
CAND0136,SK007,Dashboarding,Advanced,0.3
CAND0136,SK009,Talent Intelligence,Intermediate,3.3
CAND0136,SK010,Automation,Advanced,2.5
CAND0136,SK014,LLMs,Intermediate,4.4
CAND0136,SK015,Communication,Advanced,4.4
CAND0137,SK001,SQL,Beginner,1.6
CAND0137,SK002,Excel,Beginner,2.4
CAND0137,SK004,Python,Intermediate,3.8
CAND0137,SK005,Pandas,Intermediate,3.8
CAND0137,SK009,Talent Intelligence,Intermediate,1.6
CAND0137,SK011,Power Automate,Advanced,4.9
CAND0137,SK020,Statistics,Beginner,3.0
CAND0138,SK001,SQL,Intermediate,0.2
CAND0138,SK004,Python,Advanced,3.2
CAND0138,SK008,Recruitment Analytics,Intermediate,0.9
CAND0138,SK009,Talent Intelligence,Beginner,4.0
CAND0138,SK010,Automation,Beginner,1.9
CAND0138,SK011,Power Automate,Advanced,3.1
CAND0138,SK014,LLMs,Beginner,1.8
CAND0138,SK019,ETL,Intermediate,3.1
CAND0139,SK001,SQL,Advanced,2.4
CAND0139,SK002,Excel,Intermediate,2.8
CAND0139,SK005,Pandas,Intermediate,1.9
CAND0139,SK007,Dashboarding,Intermediate,4.8
CAND0139,SK010,Automation,Beginner,3.4
CAND0139,SK015,Communication,Beginner,2.7
CAND0140,SK001,SQL,Advanced,2.7
CAND0140,SK002,Excel,Intermediate,3.5
CAND0140,SK006,Data Cleaning,Intermediate,0.7
CAND0140,SK007,Dashboarding,Intermediate,1.0
CAND0140,SK009,Talent Intelligence,Advanced,3.9
CAND0140,SK015,Communication,Beginner,4.9
CAND0140,SK017,Market Research,Intermediate,0.3
CAND0140,SK020,Statistics,Advanced,1.9
CAND0141,SK002,Excel,Intermediate,1.1
CAND0141,SK005,Pandas,Beginner,2.0
CAND0141,SK006,Data Cleaning,Beginner,4.2
CAND0141,SK008,Recruitment Analytics,Beginner,3.4
CAND0141,SK009,Talent Intelligence,Advanced,4.6
CAND0141,SK013,Machine Learning,Beginner,2.0
CAND0141,SK014,LLMs,Advanced,4.6
CAND0141,SK015,Communication,Beginner,2.4
CAND0141,SK016,Problem Solving,Advanced,0.9
CAND0142,SK004,Python,Intermediate,4.7
CAND0142,SK010,Automation,Beginner,0.8
CAND0142,SK011,Power Automate,Advanced,0.9
CAND0142,SK012,APIs,Advanced,2.5
CAND0142,SK013,Machine Learning,Intermediate,3.2
CAND0142,SK014,LLMs,Advanced,0.3
CAND0143,SK002,Excel,Intermediate,4.2
CAND0143,SK006,Data Cleaning,Advanced,2.8
CAND0143,SK008,Recruitment Analytics,Advanced,2.4
CAND0143,SK016,Problem Solving,Advanced,4.5
CAND0143,SK017,Market Research,Intermediate,4.1
CAND0144,SK001,SQL,Advanced,2.8
CAND0144,SK002,Excel,Advanced,0.4
CAND0144,SK003,Power BI,Intermediate,3.8
CAND0144,SK007,Dashboarding,Intermediate,2.7
CAND0144,SK008,Recruitment Analytics,Intermediate,3.0
CAND0144,SK009,Talent Intelligence,Intermediate,2.6
CAND0144,SK011,Power Automate,Beginner,2.9
CAND0144,SK015,Communication,Intermediate,2.0
CAND0144,SK019,ETL,Advanced,3.9
CAND0145,SK001,SQL,Beginner,4.8
CAND0145,SK002,Excel,Advanced,2.5
CAND0145,SK004,Python,Beginner,0.9
CAND0145,SK006,Data Cleaning,Advanced,2.1
CAND0145,SK007,Dashboarding,Beginner,1.1
CAND0145,SK009,Talent Intelligence,Advanced,4.0
CAND0145,SK013,Machine Learning,Advanced,0.3
CAND0145,SK015,Communication,Intermediate,3.7
CAND0145,SK016,Problem Solving,Advanced,4.4
CAND0145,SK018,DAX,Advanced,0.7
CAND0146,SK001,SQL,Intermediate,3.6
CAND0146,SK002,Excel,Advanced,0.4
CAND0146,SK004,Python,Beginner,0.4
CAND0146,SK005,Pandas,Advanced,0.8
CAND0146,SK013,Machine Learning,Intermediate,3.9
CAND0146,SK014,LLMs,Advanced,2.9
CAND0146,SK017,Market Research,Intermediate,2.9
CAND0146,SK018,DAX,Beginner,1.3
CAND0146,SK020,Statistics,Advanced,2.7
CAND0147,SK001,SQL,Advanced,4.0
CAND0147,SK002,Excel,Beginner,5.0
CAND0147,SK007,Dashboarding,Beginner,1.8
CAND0147,SK008,Recruitment Analytics,Advanced,2.3
CAND0147,SK010,Automation,Intermediate,2.3
CAND0147,SK011,Power Automate,Advanced,0.7
CAND0147,SK015,Communication,Beginner,4.2
CAND0148,SK002,Excel,Beginner,1.9
CAND0148,SK004,Python,Advanced,0.6
CAND0148,SK011,Power Automate,Intermediate,3.2
CAND0148,SK018,DAX,Advanced,4.4
CAND0148,SK019,ETL,Beginner,2.7
CAND0149,SK002,Excel,Intermediate,4.8
CAND0149,SK004,Python,Advanced,4.6
CAND0149,SK007,Dashboarding,Beginner,3.8
CAND0149,SK009,Talent Intelligence,Beginner,4.9
CAND0149,SK010,Automation,Intermediate,4.3
CAND0149,SK012,APIs,Beginner,2.1
CAND0149,SK019,ETL,Intermediate,0.7
CAND0150,SK001,SQL,Advanced,4.9
CAND0150,SK002,Excel,Advanced,1.5
CAND0150,SK003,Power BI,Intermediate,2.7
CAND0150,SK004,Python,Intermediate,2.2
CAND0150,SK008,Recruitment Analytics,Intermediate,3.0
CAND0150,SK010,Automation,Intermediate,0.3
CAND0150,SK015,Communication,Beginner,4.1
CAND0150,SK017,Market Research,Intermediate,3.7
CAND0150,SK018,DAX,Intermediate,4.8
CAND0151,SK002,Excel,Advanced,3.4
CAND0151,SK003,Power BI,Beginner,1.9
CAND0151,SK005,Pandas,Intermediate,2.0
CAND0151,SK007,Dashboarding,Advanced,4.6
CAND0151,SK014,LLMs,Advanced,4.6
CAND0152,SK004,Python,Beginner,0.9
CAND0152,SK008,Recruitment Analytics,Beginner,1.8
CAND0152,SK013,Machine Learning,Intermediate,4.6
CAND0152,SK015,Communication,Advanced,1.7
CAND0152,SK017,Market Research,Beginner,5.0
CAND0153,SK003,Power BI,Intermediate,3.2
CAND0153,SK004,Python,Intermediate,2.8
CAND0153,SK006,Data Cleaning,Advanced,2.3
CAND0153,SK008,Recruitment Analytics,Intermediate,0.3
CAND0153,SK010,Automation,Intermediate,4.6
CAND0153,SK013,Machine Learning,Intermediate,1.6
CAND0154,SK002,Excel,Beginner,4.6
CAND0154,SK004,Python,Intermediate,1.5
CAND0154,SK006,Data Cleaning,Advanced,0.8
CAND0154,SK009,Talent Intelligence,Beginner,2.3
CAND0154,SK012,APIs,Intermediate,0.3
CAND0154,SK013,Machine Learning,Beginner,4.5
CAND0154,SK016,Problem Solving,Beginner,2.7
CAND0154,SK017,Market Research,Beginner,2.1
CAND0155,SK001,SQL,Advanced,1.4
CAND0155,SK003,Power BI,Advanced,1.2
CAND0155,SK004,Python,Intermediate,4.1
CAND0155,SK005,Pandas,Intermediate,0.3
CAND0155,SK008,Recruitment Analytics,Beginner,3.0
CAND0155,SK010,Automation,Advanced,4.3
CAND0155,SK011,Power Automate,Advanced,2.1
CAND0155,SK014,LLMs,Advanced,3.3
CAND0155,SK019,ETL,Beginner,4.9
CAND0156,SK001,SQL,Beginner,0.8
CAND0156,SK004,Python,Beginner,2.2
CAND0156,SK005,Pandas,Intermediate,2.4
CAND0156,SK012,APIs,Advanced,3.8
CAND0156,SK014,LLMs,Intermediate,2.2
CAND0157,SK001,SQL,Beginner,0.8
CAND0157,SK002,Excel,Beginner,0.8
CAND0157,SK005,Pandas,Advanced,4.9
CAND0157,SK011,Power Automate,Intermediate,3.1
CAND0157,SK013,Machine Learning,Advanced,0.4
CAND0158,SK001,SQL,Intermediate,4.3
CAND0158,SK004,Python,Advanced,0.5
CAND0158,SK008,Recruitment Analytics,Beginner,3.3
CAND0158,SK014,LLMs,Intermediate,4.1
CAND0158,SK015,Communication,Beginner,1.5
CAND0158,SK018,DAX,Beginner,3.2
CAND0158,SK019,ETL,Beginner,1.4
CAND0159,SK002,Excel,Beginner,0.7
CAND0159,SK003,Power BI,Intermediate,1.4
CAND0159,SK007,Dashboarding,Beginner,2.0
CAND0159,SK010,Automation,Beginner,2.9
CAND0159,SK012,APIs,Intermediate,3.7
CAND0159,SK013,Machine Learning,Advanced,2.0
CAND0159,SK015,Communication,Advanced,3.2
CAND0160,SK002,Excel,Advanced,0.4
CAND0160,SK004,Python,Beginner,4.7
CAND0160,SK006,Data Cleaning,Advanced,1.8
CAND0160,SK007,Dashboarding,Beginner,3.8
CAND0160,SK015,Communication,Intermediate,1.8
CAND0160,SK016,Problem Solving,Advanced,3.7
CAND0160,SK019,ETL,Beginner,4.2
CAND0160,SK020,Statistics,Intermediate,3.9
CAND0161,SK002,Excel,Intermediate,3.8
CAND0161,SK004,Python,Beginner,0.5
CAND0161,SK005,Pandas,Intermediate,1.5
CAND0161,SK006,Data Cleaning,Advanced,3.7
CAND0161,SK009,Talent Intelligence,Beginner,2.0
CAND0161,SK013,Machine Learning,Intermediate,1.6
CAND0161,SK016,Problem Solving,Beginner,0.9
CAND0161,SK018,DAX,Beginner,0.7
CAND0162,SK002,Excel,Intermediate,1.6
CAND0162,SK003,Power BI,Intermediate,2.6
CAND0162,SK004,Python,Intermediate,2.2
CAND0162,SK011,Power Automate,Advanced,1.1
CAND0162,SK015,Communication,Advanced,2.7
CAND0162,SK017,Market Research,Intermediate,2.6
CAND0162,SK019,ETL,Beginner,0.7
CAND0162,SK020,Statistics,Advanced,2.8
CAND0163,SK001,SQL,Intermediate,2.8
CAND0163,SK002,Excel,Beginner,3.2
CAND0163,SK003,Power BI,Beginner,2.5
CAND0163,SK004,Python,Advanced,0.6
CAND0163,SK007,Dashboarding,Intermediate,0.7
CAND0163,SK010,Automation,Advanced,3.4
