application_id,stage_name,stage_rank,stage_date,stage_status,days_in_previous_stage
APP00126,Interview 2,5,2026-03-08,Completed,6
APP00126,Offer,6,2026-03-12,Active,4
APP00127,Applied,1,2026-04-11,Rejected,
APP00128,Applied,1,2026-06-03,Completed,
APP00128,Screened,2,2026-06-10,Completed,7
APP00128,Shortlisted,3,2026-06-15,Completed,5
APP00128,Interview 1,4,2026-06-24,Rejected,9
APP00129,Applied,1,2026-05-07,Completed,
APP00129,Screened,2,2026-05-12,Completed,5
APP00129,Shortlisted,3,2026-05-20,Completed,8
APP00129,Interview 1,4,2026-05-23,Rejected,3
APP00130,Applied,1,2026-01-17,Completed,
APP00130,Screened,2,2026-01-22,Completed,5
APP00130,Shortlisted,3,2026-01-24,Completed,2
APP00130,Interview 1,4,2026-01-30,Completed,6
APP00130,Interview 2,5,2026-02-07,Rejected,8
APP00131,Applied,1,2026-03-22,Completed,
APP00131,Screened,2,2026-03-27,Completed,5
APP00131,Shortlisted,3,2026-04-04,Completed,8
APP00131,Interview 1,4,2026-04-07,Completed,3
APP00131,Interview 2,5,2026-04-09,Completed,2
APP00131,Offer,6,2026-04-12,Completed,3
APP00131,Hired,7,2026-04-21,Completed,9
APP00132,Applied,1,2026-01-19,Completed,
APP00132,Screened,2,2026-01-21,Completed,2
APP00132,Shortlisted,3,2026-01-23,Completed,2
APP00132,Interview 1,4,2026-01-31,Rejected,8
APP00133,Applied,1,2026-01-15,Withdrawn,
APP00134,Applied,1,2026-04-29,Completed,
APP00134,Screened,2,2026-05-08,Completed,9
APP00134,Shortlisted,3,2026-05-15,Rejected,7
APP00135,Applied,1,2026-01-04,Completed,
APP00135,Screened,2,2026-01-10,Rejected,6
APP00136,Applied,1,2026-02-17,Completed,
APP00136,Screened,2,2026-02-24,Completed,7
APP00136,Shortlisted,3,2026-03-02,Completed,6
APP00136,Interview 1,4,2026-03-06,Completed,4
APP00136,Interview 2,5,2026-03-10,Completed,4
APP00136,Offer,6,2026-03-15,Completed,5
APP00136,Hired,7,2026-03-20,Completed,5
APP00137,Applied,1,2026-05-29,Completed,
APP00137,Screened,2,2026-05-31,Completed,2
APP00137,Shortlisted,3,2026-06-09,Completed,9
APP00137,Interview 1,4,2026-06-14,Completed,5
APP00137,Interview 2,5,2026-06-22,Active,8
APP00138,Applied,1,2026-02-19,Withdrawn,
APP00139,Applied,1,2026-03-28,Completed,
APP00139,Screened,2,2026-03-31,Completed,3
APP00139,Shortlisted,3,2026-04-02,Completed,2
APP00139,Interview 1,4,2026-04-06,Completed,4
APP00139,Interview 2,5,2026-04-13,Completed,7
APP00139,Offer,6,2026-04-17,Completed,4
APP00139,Hired,7,2026-04-22,Completed,5
APP00140,Applied,1,2026-06-12,Completed,
APP00140,Screened,2,2026-06-19,Rejected,7
APP00141,Applied,1,2026-05-11,Completed,
APP00141,Screened,2,2026-05-14,Completed,3
APP00141,Shortlisted,3,2026-05-18,Completed,4
APP00141,Interview 1,4,2026-05-26,Completed,8
APP00141,Interview 2,5,2026-06-04,Completed,9
APP00141,Offer,6,2026-06-06,Completed,2
APP00141,Hired,7,2026-06-11,Completed,5
APP00142,Applied,1,2026-03-20,Completed,
APP00142,Screened,2,2026-03-23,Completed,3
APP00142,Shortlisted,3,2026-03-27,Completed,4
APP00142,Interview 1,4,2026-03-30,Completed,3
APP00142,Interview 2,5,2026-04-06,Completed,7
APP00142,Offer,6,2026-04-12,Completed,6
APP00142,Hired,7,2026-04-20,Completed,8
APP00143,Applied,1,2026-03-17,Completed,
APP00143,Screened,2,2026-03-20,Completed,3
APP00143,Shortlisted,3,2026-03-23,Completed,3
APP00143,Interview 1,4,2026-03-30,Completed,7
APP00143,Interview 2,5,2026-04-04,Rejected,5
APP00144,Applied,1,2026-05-01,Completed,
APP00144,Screened,2,2026-05-06,Completed,5
APP00144,Shortlisted,3,2026-05-15,Completed,9
APP00144,Interview 1,4,2026-05-20,Completed,5
APP00144,Interview 2,5,2026-05-28,Rejected,8
APP00145,Applied,1,2026-04-18,Completed,
APP00145,Screened,2,2026-04-20,Completed,2
APP00145,Shortlisted,3,2026-04-22,Completed,2
APP00145,Interview 1,4,2026-04-26,Rejected,4
APP00146,Applied,1,2026-05-17,Completed,
APP00146,Screened,2,2026-05-20,Completed,3
APP00146,Shortlisted,3,2026-05-24,Completed,4
APP00146,Interview 1,4,2026-05-27,Completed,3
APP00146,Interview 2,5,2026-06-04,Completed,8
APP00146,Offer,6,2026-06-06,Active,2
APP00147,Applied,1,2026-05-03,Completed,
APP00147,Screened,2,2026-05-11,Rejected,8
APP00148,Applied,1,2026-05-31,Completed,
APP00148,Screened,2,2026-06-09,Withdrawn,9
APP00149,Applied,1,2026-05-15,Completed,
APP00149,Screened,2,2026-05-21,Completed,6
APP00149,Shortlisted,3,2026-05-30,Rejected,9
APP00150,Applied,1,2026-04-17,Completed,
APP00150,Screened,2,2026-04-20,Completed,3
APP00150,Shortlisted,3,2026-04-28,Rejected,8
APP00151,Applied,1,2026-03-12,Rejected,
APP00152,Applied,1,2026-04-05,Completed,
APP00152,Screened,2,2026-04-10,Completed,5
APP00152,Shortlisted,3,2026-04-12,Rejected,2
APP00153,Applied,1,2026-04-08,Completed,
APP00153,Screened,2,2026-04-11,Completed,3
APP00153,Shortlisted,3,2026-04-15,Completed,4
APP00153,Interview 1,4,2026-04-22,Completed,7
APP00153,Interview 2,5,2026-05-01,Completed,9
APP00153,Offer,6,2026-05-05,Completed,4
APP00153,Hired,7,2026-05-11,Completed,6
APP00154,Applied,1,2026-02-09,Completed,
APP00154,Screened,2,2026-02-11,Completed,2
APP00154,Shortlisted,3,2026-02-14,Completed,3
APP00154,Interview 1,4,2026-02-22,Completed,8
APP00154,Interview 2,5,2026-03-01,Rejected,7
APP00155,Applied,1,2026-01-12,Completed,
APP00155,Screened,2,2026-01-20,Completed,8
APP00155,Shortlisted,3,2026-01-28,Completed,8
APP00155,Interview 1,4,2026-01-31,Active,3
APP00156,Applied,1,2026-02-26,Completed,
APP00156,Screened,2,2026-03-06,Completed,8
APP00156,Shortlisted,3,2026-03-12,Rejected,6
APP00157,Applied,1,2026-03-06,Completed,
APP00157,Screened,2,2026-03-10,Completed,4
APP00157,Shortlisted,3,2026-03-17,Completed,7
APP00157,Interview 1,4,2026-03-21,Rejected,4
APP00158,Applied,1,2026-05-09,Completed,
APP00158,Screened,2,2026-05-15,Completed,6
APP00158,Shortlisted,3,2026-05-20,Completed,5
APP00158,Interview 1,4,2026-05-28,Completed,8
APP00158,Interview 2,5,2026-06-03,Completed,6
APP00158,Offer,6,2026-06-12,Completed,9
APP00158,Hired,7,2026-06-19,Completed,7
APP00159,Applied,1,2026-06-15,Completed,
APP00159,Screened,2,2026-06-20,Completed,5
APP00159,Shortlisted,3,2026-06-25,Completed,5
APP00159,Interview 1,4,2026-06-27,Completed,2
APP00159,Interview 2,5,2026-07-01,Completed,4
APP00159,Offer,6,2026-07-06,Completed,5
APP00159,Hired,7,2026-07-10,Completed,4
APP00160,Applied,1,2026-04-20,Completed,
APP00160,Screened,2,2026-04-26,Rejected,6
APP00161,Applied,1,2026-05-04,Completed,
APP00161,Screened,2,2026-05-12,Rejected,8
APP00162,Applied,1,2026-04-08,Completed,
APP00162,Screened,2,2026-04-12,Completed,4
APP00162,Shortlisted,3,2026-04-18,Rejected,6
APP00163,Applied,1,2026-03-14,Completed,
APP00163,Screened,2,2026-03-19,Completed,5
APP00163,Shortlisted,3,2026-03-23,Completed,4
APP00163,Interview 1,4,2026-03-28,Completed,5
APP00163,Interview 2,5,2026-04-04,Completed,7
APP00163,Offer,6,2026-04-07,Completed,3
APP00163,Hired,7,2026-04-15,Completed,8
APP00164,Applied,1,2026-06-12,Completed,
APP00164,Screened,2,2026-06-21,Completed,9
APP00164,Shortlisted,3,2026-06-23,Completed,2
APP00164,Interview 1,4,2026-06-30,Completed,7
APP00164,Interview 2,5,2026-07-04,Rejected,4
APP00165,Applied,1,2026-04-19,Completed,
APP00165,Screened,2,2026-04-25,Completed,6
APP00165,Shortlisted,3,2026-05-03,Rejected,8
APP00166,Applied,1,2026-02-06,Completed,
APP00166,Screened,2,2026-02-15,Completed,9
APP00166,Shortlisted,3,2026-02-17,Completed,2
APP00166,Interview 1,4,2026-02-20,Rejected,3
APP00167,Applied,1,2026-02-04,Completed,
APP00167,Screened,2,2026-02-09,Completed,5
APP00167,Shortlisted,3,2026-02-11,Rejected,2
APP00168,Applied,1,2026-04-15,Completed,
APP00168,Screened,2,2026-04-23,Completed,8
APP00168,Shortlisted,3,2026-04-26,Completed,3
APP00168,Interview 1,4,2026-05-02,Active,6
APP00169,Applied,1,2026-01-25,Completed,
APP00169,Screened,2,2026-01-31,Completed,6
APP00169,Shortlisted,3,2026-02-09,Completed,9
APP00169,Interview 1,4,2026-02-18,Completed,9
APP00169,Interview 2,5,2026-02-25,Withdrawn,7
APP00170,Applied,1,2026-05-16,Completed,
APP00170,Screened,2,2026-05-25,Completed,9
APP00170,Shortlisted,3,2026-06-02,Rejected,8
APP00171,Applied,1,2026-01-05,Completed,
APP00171,Screened,2,2026-01-14,Completed,9
APP00171,Shortlisted,3,2026-01-22,Completed,8
APP00171,Interview 1,4,2026-01-25,Rejected,3
APP00172,Applied,1,2026-02-02,Completed,
APP00172,Screened,2,2026-02-06,Completed,4
APP00172,Shortlisted,3,2026-02-15,Completed,9
APP00172,Interview 1,4,2026-02-18,Completed,3
APP00172,Interview 2,5,2026-02-20,Completed,2
APP00172,Offer,6,2026-02-23,Rejected,3
APP00173,Applied,1,2026-05-28,Completed,
APP00173,Screened,2,2026-06-05,Completed,8
APP00173,Shortlisted,3,2026-06-13,Rejected,8
APP00174,Applied,1,2026-01-30,Completed,
APP00174,Screened,2,2026-02-02,Completed,3
APP00174,Shortlisted,3,2026-02-09,Completed,7
APP00174,Interview 1,4,2026-02-13,Completed,4
APP00174,Interview 2,5,2026-02-21,Withdrawn,8
APP00175,Applied,1,2026-03-22,Completed,
APP00175,Screened,2,2026-03-28,Completed,6
APP00175,Shortlisted,3,2026-04-01,Rejected,4
APP00176,Applied,1,2026-03-21,Completed,
APP00176,Screened,2,2026-03-30,Completed,9
APP00176,Shortlisted,3,2026-04-05,Completed,6
APP00176,Interview 1,4,2026-04-13,Completed,8
APP00176,Interview 2,5,2026-04-17,Completed,4
APP00176,Offer,6,2026-04-25,Active,8
APP00177,Applied,1,2026-03-14,Completed,
APP00177,Screened,2,2026-03-16,Completed,2
APP00177,Shortlisted,3,2026-03-22,Rejected,6
APP00178,Applied,1,2026-04-24,Completed,
APP00178,Screened,2,2026-04-29,Completed,5
APP00178,Shortlisted,3,2026-05-01,Completed,2
APP00178,Interview 1,4,2026-05-08,Completed,7
APP00178,Interview 2,5,2026-05-10,Completed,2
APP00178,Offer,6,2026-05-18,Completed,8
APP00178,Hired,7,2026-05-22,Completed,4
APP00179,Applied,1,2026-05-06,Completed,
APP00179,Screened,2,2026-05-09,Completed,3
APP00179,Shortlisted,3,2026-05-18,Completed,9
APP00179,Interview 1,4,2026-05-26,Completed,8
APP00179,Interview 2,5,2026-06-04,Completed,9
APP00179,Offer,6,2026-06-07,Active,3
APP00180,Applied,1,2026-01-26,Completed,
APP00180,Screened,2,2026-01-28,Completed,2
APP00180,Shortlisted,3,2026-02-05,Completed,8
APP00180,Interview 1,4,2026-02-14,Rejected,9
APP00181,Applied,1,2026-02-01,Completed,
APP00181,Screened,2,2026-02-03,Rejected,2
APP00182,Applied,1,2026-04-04,Completed,
APP00182,Screened,2,2026-04-10,Completed,6
APP00182,Shortlisted,3,2026-04-19,Completed,9
APP00182,Interview 1,4,2026-04-23,Rejected,4
APP00183,Applied,1,2026-01-10,Completed,
APP00183,Screened,2,2026-01-17,Completed,7
APP00183,Shortlisted,3,2026-01-23,Completed,6
APP00183,Interview 1,4,2026-01-27,Completed,4
APP00183,Interview 2,5,2026-02-04,Completed,8
APP00183,Offer,6,2026-02-07,Rejected,3
APP00184,Applied,1,2026-04-18,Completed,
APP00184,Screened,2,2026-04-21,Completed,3
APP00184,Shortlisted,3,2026-04-27,Rejected,6
APP00185,Applied,1,2026-01-17,Completed,
APP00185,Screened,2,2026-01-23,Completed,6
APP00185,Shortlisted,3,2026-01-25,Completed,2
APP00185,Interview 1,4,2026-01-28,Completed,3
APP00185,Interview 2,5,2026-02-06,Rejected,9
APP00186,Applied,1,2026-05-17,Completed,
APP00186,Screened,2,2026-05-21,Completed,4
APP00186,Shortlisted,3,2026-05-25,Completed,4
APP00186,Interview 1,4,2026-05-29,Active,4
APP00187,Applied,1,2026-04-01,Completed,
APP00187,Screened,2,2026-04-06,Completed,5
APP00187,Shortlisted,3,2026-04-12,Completed,6
APP00187,Interview 1,4,2026-04-15,Completed,3
APP00187,Interview 2,5,2026-04-18,Completed,3
APP00187,Offer,6,2026-04-22,Completed,4
APP00187,Hired,7,2026-05-01,Completed,9
APP00188,Applied,1,2026-01-04,Completed,
APP00188,Screened,2,2026-01-11,Completed,7
APP00188,Shortlisted,3,2026-01-16,Completed,5
APP00188,Interview 1,4,2026-01-18,Rejected,2
APP00189,Applied,1,2026-01-14,Completed,
APP00189,Screened,2,2026-01-19,Completed,5
APP00189,Shortlisted,3,2026-01-22,Active,3
APP00190,Applied,1,2026-03-09,Completed,
APP00190,Screened,2,2026-03-11,Rejected,2
APP00191,Applied,1,2026-01-15,Completed,
APP00191,Screened,2,2026-01-19,Completed,4
APP00191,Shortlisted,3,2026-01-27,Withdrawn,8
APP00192,Applied,1,2026-05-06,Completed,
APP00192,Screened,2,2026-05-10,Completed,4
APP00192,Shortlisted,3,2026-05-16,Rejected,6
APP00193,Applied,1,2026-03-18,Completed,
APP00193,Screened,2,2026-03-27,Completed,9
APP00193,Shortlisted,3,2026-03-31,Rejected,4
APP00194,Applied,1,2026-04-02,Completed,
APP00194,Screened,2,2026-04-10,Completed,8
APP00194,Shortlisted,3,2026-04-18,Completed,8
APP00194,Interview 1,4,2026-04-25,Completed,7
APP00194,Interview 2,5,2026-05-04,Completed,9
APP00194,Offer,6,2026-05-08,Completed,4
APP00194,Hired,7,2026-05-11,Completed,3
APP00195,Applied,1,2026-03-02,Completed,
APP00195,Screened,2,2026-03-08,Completed,6
APP00195,Shortlisted,3,2026-03-14,Completed,6
APP00195,Interview 1,4,2026-03-23,Rejected,9
APP00196,Applied,1,2026-04-20,Completed,
APP00196,Screened,2,2026-04-25,Completed,5
APP00196,Shortlisted,3,2026-04-29,Completed,4
APP00196,Interview 1,4,2026-05-04,Rejected,5
APP00197,Applied,1,2026-04-15,Completed,
APP00197,Screened,2,2026-04-23,Rejected,8
APP00198,Applied,1,2026-03-10,Completed,
APP00198,Screened,2,2026-03-12,Rejected,2
APP00199,Applied,1,2026-03-15,Completed,
APP00199,Screened,2,2026-03-22,Completed,7
APP00199,Shortlisted,3,2026-03-29,Completed,7
APP00199,Interview 1,4,2026-04-04,Completed,6
APP00199,Interview 2,5,2026-04-11,Completed,7
APP00199,Offer,6,2026-04-16,Completed,5
APP00199,Hired,7,2026-04-24,Completed,8
APP00200,Applied,1,2026-02-19,Completed,
APP00200,Screened,2,2026-02-25,Completed,6
APP00200,Shortlisted,3,2026-03-06,Completed,9
APP00200,Interview 1,4,2026-03-11,Completed,5
APP00200,Interview 2,5,2026-03-18,Completed,7
APP00200,Offer,6,2026-03-20,Completed,2
APP00200,Hired,7,2026-03-24,Completed,4
APP00201,Applied,1,2026-02-18,Completed,
APP00201,Screened,2,2026-02-27,Completed,9
APP00201,Shortlisted,3,2026-03-07,Completed,8
APP00201,Interview 1,4,2026-03-15,Completed,8
APP00201,Interview 2,5,2026-03-17,Rejected,2
APP00202,Applied,1,2026-03-16,Completed,
APP00202,Screened,2,2026-03-21,Completed,5
APP00202,Shortlisted,3,2026-03-26,Completed,5
APP00202,Interview 1,4,2026-03-29,Completed,3
APP00202,Interview 2,5,2026-04-06,Rejected,8
APP00203,Applied,1,2026-04-08,Completed,
APP00203,Screened,2,2026-04-13,Completed,5
APP00203,Shortlisted,3,2026-04-20,Completed,7
APP00203,Interview 1,4,2026-04-26,Rejected,6
APP00204,Applied,1,2026-02-16,Completed,
APP00204,Screened,2,2026-02-20,Completed,4
APP00204,Shortlisted,3,2026-02-26,Completed,6
APP00204,Interview 1,4,2026-02-28,Completed,2
APP00204,Interview 2,5,2026-03-04,Completed,4
APP00204,Offer,6,2026-03-08,Completed,4
APP00204,Hired,7,2026-03-10,Completed,2
APP00205,Applied,1,2026-02-03,Completed,
APP00205,Screened,2,2026-02-05,Completed,2
APP00205,Shortlisted,3,2026-02-08,Completed,3
APP00205,Interview 1,4,2026-02-15,Completed,7
APP00205,Interview 2,5,2026-02-21,Completed,6
APP00205,Offer,6,2026-02-24,Completed,3
APP00205,Hired,7,2026-02-26,Completed,2
APP00206,Applied,1,2026-01-01,Completed,
APP00206,Screened,2,2026-01-06,Withdrawn,5
APP00207,Applied,1,2026-02-13,Completed,
APP00207,Screened,2,2026-02-16,Completed,3
APP00207,Shortlisted,3,2026-02-23,Rejected,7
APP00208,Applied,1,2026-02-15,Completed,
APP00208,Screened,2,2026-02-21,Completed,6
APP00208,Shortlisted,3,2026-02-27,Completed,6
APP00208,Interview 1,4,2026-03-06,Completed,7
APP00208,Interview 2,5,2026-03-08,Completed,2
APP00208,Offer,6,2026-03-11,Completed,3
APP00208,Hired,7,2026-03-14,Completed,3
APP00209,Applied,1,2026-02-02,Completed,
APP00209,Screened,2,2026-02-09,Completed,7
APP00209,Shortlisted,3,2026-02-13,Completed,4
APP00209,Interview 1,4,2026-02-18,Completed,5
APP00209,Interview 2,5,2026-02-26,Completed,8
APP00209,Offer,6,2026-03-03,Active,5
APP00210,Applied,1,2026-01-16,Completed,
APP00210,Screened,2,2026-01-20,Completed,4
APP00210,Shortlisted,3,2026-01-28,Completed,8
APP00210,Interview 1,4,2026-02-02,Completed,5
APP00210,Interview 2,5,2026-02-10,Rejected,8
APP00211,Applied,1,2026-01-21,Completed,
APP00211,Screened,2,2026-01-25,Completed,4
APP00211,Shortlisted,3,2026-01-31,Rejected,6
APP00212,Applied,1,2026-06-15,Completed,
APP00212,Screened,2,2026-06-19,Completed,4
APP00212,Shortlisted,3,2026-06-23,Completed,4
APP00212,Interview 1,4,2026-06-25,Completed,2
APP00212,Interview 2,5,2026-07-01,Completed,6
APP00212,Offer,6,2026-07-05,Completed,4
APP00212,Hired,7,2026-07-10,Completed,5
APP00213,Applied,1,2026-04-30,Completed,
APP00213,Screened,2,2026-05-08,Completed,8
APP00213,Shortlisted,3,2026-05-13,Completed,5
APP00213,Interview 1,4,2026-05-19,Withdrawn,6
APP00214,Applied,1,2026-06-02,Completed,
APP00214,Screened,2,2026-06-07,Completed,5
APP00214,Shortlisted,3,2026-06-13,Completed,6
APP00214,Interview 1,4,2026-06-16,Completed,3
APP00214,Interview 2,5,2026-06-22,Completed,6
APP00214,Offer,6,2026-06-29,Completed,7
APP00214,Hired,7,2026-07-03,Completed,4
APP00215,Applied,1,2026-01-07,Completed,
APP00215,Screened,2,2026-01-16,Completed,9
APP00215,Shortlisted,3,2026-01-19,Completed,3
APP00215,Interview 1,4,2026-01-22,Completed,3
APP00215,Interview 2,5,2026-01-29,Rejected,7
APP00216,Applied,1,2026-02-09,Completed,
APP00216,Screened,2,2026-02-12,Completed,3
APP00216,Shortlisted,3,2026-02-21,Completed,9
APP00216,Interview 1,4,2026-02-24,Completed,3
APP00216,Interview 2,5,2026-03-03,Completed,7
APP00216,Offer,6,2026-03-09,Completed,6
APP00216,Hired,7,2026-03-18,Completed,9
APP00217,Applied,1,2026-03-15,Completed,
APP00217,Screened,2,2026-03-22,Rejected,7
APP00218,Applied,1,2026-03-09,Completed,
APP00218,Screened,2,2026-03-14,Completed,5
APP00218,Shortlisted,3,2026-03-16,Completed,2
APP00218,Interview 1,4,2026-03-20,Completed,4
APP00218,Interview 2,5,2026-03-28,Completed,8
APP00218,Offer,6,2026-03-31,Completed,3
APP00218,Hired,7,2026-04-04,Completed,4
APP00219,Applied,1,2026-04-13,Completed,
APP00219,Screened,2,2026-04-16,Completed,3
APP00219,Shortlisted,3,2026-04-22,Rejected,6
APP00220,Applied,1,2026-05-01,Completed,
APP00220,Screened,2,2026-05-08,Completed,7
APP00220,Shortlisted,3,2026-05-16,Completed,8
APP00220,Interview 1,4,2026-05-25,Completed,9
APP00220,Interview 2,5,2026-05-28,Completed,3
APP00220,Offer,6,2026-06-02,Rejected,5
APP00221,Applied,1,2026-02-12,Completed,
APP00221,Screened,2,2026-02-20,Completed,8
APP00221,Shortlisted,3,2026-02-27,Completed,7
APP00221,Interview 1,4,2026-03-07,Rejected,8
APP00222,Applied,1,2026-04-28,Completed,
APP00222,Screened,2,2026-04-30,Completed,2
APP00222,Shortlisted,3,2026-05-09,Completed,9
APP00222,Interview 1,4,2026-05-13,Completed,4
APP00222,Interview 2,5,2026-05-17,Completed,4
APP00222,Offer,6,2026-05-24,Active,7
APP00223,Applied,1,2026-04-16,Completed,
APP00223,Screened,2,2026-04-20,Completed,4
APP00223,Shortlisted,3,2026-04-29,Rejected,9
APP00224,Applied,1,2026-05-19,Completed,
APP00224,Screened,2,2026-05-22,Completed,3
APP00224,Shortlisted,3,2026-05-25,Completed,3
APP00224,Interview 1,4,2026-05-28,Rejected,3
APP00225,Applied,1,2026-03-16,Completed,
APP00225,Screened,2,2026-03-19,Completed,3
APP00225,Shortlisted,3,2026-03-26,Completed,7
APP00225,Interview 1,4,2026-04-04,Rejected,9
APP00226,Applied,1,2026-03-03,Completed,
APP00226,Screened,2,2026-03-10,Completed,7
APP00226,Shortlisted,3,2026-03-17,Completed,7
APP00226,Interview 1,4,2026-03-21,Completed,4
APP00226,Interview 2,5,2026-03-23,Completed,2
APP00226,Offer,6,2026-03-27,Completed,4
APP00226,Hired,7,2026-04-04,Completed,8
APP00227,Applied,1,2026-06-10,Completed,
APP00227,Screened,2,2026-06-13,Completed,3
APP00227,Shortlisted,3,2026-06-15,Completed,2
APP00227,Interview 1,4,2026-06-23,Completed,8
APP00227,Interview 2,5,2026-07-01,Completed,8
APP00227,Offer,6,2026-07-06,Completed,5
APP00227,Hired,7,2026-07-12,Completed,6
APP00228,Applied,1,2026-03-12,Completed,
APP00228,Screened,2,2026-03-15,Completed,3
APP00228,Shortlisted,3,2026-03-24,Completed,9
APP00228,Interview 1,4,2026-03-27,Completed,3
APP00228,Interview 2,5,2026-04-03,Completed,7
APP00228,Offer,6,2026-04-06,Completed,3
APP00228,Hired,7,2026-04-11,Completed,5
APP00229,Applied,1,2026-03-18,Completed,
APP00229,Screened,2,2026-03-25,Completed,7
APP00229,Shortlisted,3,2026-04-03,Completed,9
APP00229,Interview 1,4,2026-04-05,Rejected,2
APP00230,Applied,1,2026-04-04,Completed,
APP00230,Screened,2,2026-04-08,Completed,4
APP00230,Shortlisted,3,2026-04-14,Completed,6
APP00230,Interview 1,4,2026-04-20,Active,6
APP00231,Applied,1,2026-03-06,Completed,
APP00231,Screened,2,2026-03-12,Completed,6
APP00231,Shortlisted,3,2026-03-16,Rejected,4
APP00232,Applied,1,2026-04-25,Completed,
APP00232,Screened,2,2026-04-30,Completed,5
APP00232,Shortlisted,3,2026-05-07,Completed,7
APP00232,Interview 1,4,2026-05-14,Rejected,7
APP00233,Applied,1,2026-01-08,Completed,
APP00233,Screened,2,2026-01-13,Withdrawn,5
APP00234,Applied,1,2026-03-22,Completed,
APP00234,Screened,2,2026-03-29,Completed,7
APP00234,Shortlisted,3,2026-04-03,Completed,5
APP00234,Interview 1,4,2026-04-06,Completed,3
APP00234,Interview 2,5,2026-04-12,Completed,6
APP00234,Offer,6,2026-04-17,Completed,5
APP00234,Hired,7,2026-04-22,Completed,5
APP00235,Applied,1,2026-02-01,Completed,
APP00235,Screened,2,2026-02-03,Rejected,2
APP00236,Applied,1,2026-04-14,Completed,
APP00236,Screened,2,2026-04-17,Completed,3
APP00236,Shortlisted,3,2026-04-25,Rejected,8
APP00237,Applied,1,2026-03-30,Completed,
APP00237,Screened,2,2026-04-08,Completed,9
APP00237,Shortlisted,3,2026-04-17,Completed,9
APP00237,Interview 1,4,2026-04-20,Completed,3
APP00237,Interview 2,5,2026-04-27,Withdrawn,7
APP00238,Applied,1,2026-01-29,Completed,
APP00238,Screened,2,2026-02-04,Completed,6
APP00238,Shortlisted,3,2026-02-08,Completed,4
APP00238,Interview 1,4,2026-02-12,Completed,4
APP00238,Interview 2,5,2026-02-15,Withdrawn,3
APP00239,Applied,1,2026-01-22,Completed,
APP00239,Screened,2,2026-01-31,Completed,9
APP00239,Shortlisted,3,2026-02-02,Completed,2
APP00239,Interview 1,4,2026-02-07,Active,5
APP00240,Applied,1,2026-03-21,Completed,
APP00240,Screened,2,2026-03-29,Rejected,8
APP00241,Applied,1,2026-04-13,Completed,
APP00241,Screened,2,2026-04-16,Completed,3
APP00241,Shortlisted,3,2026-04-20,Completed,4
APP00241,Interview 1,4,2026-04-29,Completed,9
APP00241,Interview 2,5,2026-05-08,Completed,9
APP00241,Offer,6,2026-05-16,Completed,8
APP00241,Hired,7,2026-05-21,Completed,5
APP00242,Applied,1,2026-03-11,Completed,
APP00242,Screened,2,2026-03-19,Completed,8
APP00242,Shortlisted,3,2026-03-23,Completed,4
APP00242,Interview 1,4,2026-03-29,Completed,6
APP00242,Interview 2,5,2026-04-01,Rejected,3
APP00243,Applied,1,2026-01-26,Completed,
APP00243,Screened,2,2026-02-02,Completed,7
APP00243,Shortlisted,3,2026-02-08,Rejected,6
APP00244,Applied,1,2026-02-17,Completed,
APP00244,Screened,2,2026-02-21,Completed,4
APP00244,Shortlisted,3,2026-02-28,Rejected,7
APP00245,Applied,1,2026-03-27,Completed,
APP00245,Screened,2,2026-03-29,Completed,2
APP00245,Shortlisted,3,2026-04-02,Completed,4
APP00245,Interview 1,4,2026-04-08,Completed,6
APP00245,Interview 2,5,2026-04-10,Completed,2
APP00245,Offer,6,2026-04-15,Completed,5
APP00245,Hired,7,2026-04-19,Completed,4
APP00246,Applied,1,2026-03-31,Completed,
APP00246,Screened,2,2026-04-06,Completed,6
APP00246,Shortlisted,3,2026-04-13,Rejected,7
APP00247,Applied,1,2026-01-29,Completed,
APP00247,Screened,2,2026-02-02,Rejected,4
APP00248,Applied,1,2026-05-28,Withdrawn,
APP00249,Applied,1,2026-05-15,Completed,
APP00249,Screened,2,2026-05-21,Completed,6
APP00249,Shortlisted,3,2026-05-27,Withdrawn,6
APP00250,Applied,1,2026-06-06,Completed,
APP00250,Screened,2,2026-06-08,Completed,2
APP00250,Shortlisted,3,2026-06-17,Completed,9
APP00250,Interview 1,4,2026-06-21,Completed,4
APP00250,Interview 2,5,2026-06-27,Rejected,6
APP00251,Applied,1,2026-04-21,Completed,
APP00251,Screened,2,2026-04-25,Completed,4
APP00251,Shortlisted,3,2026-04-28,Completed,3
APP00251,Interview 1,4,2026-05-04,Completed,6
APP00251,Interview 2,5,2026-05-13,Completed,9
APP00251,Offer,6,2026-05-19,Completed,6
APP00251,Hired,7,2026-05-25,Completed,6
APP00252,Applied,1,2026-02-21,Completed,
APP00252,Screened,2,2026-03-02,Completed,9
APP00252,Shortlisted,3,2026-03-06,Completed,4
APP00252,Interview 1,4,2026-03-14,Completed,8
APP00252,Interview 2,5,2026-03-22,Active,8
APP00253,Applied,1,2026-03-04,Completed,
APP00253,Screened,2,2026-03-12,Completed,8
APP00253,Shortlisted,3,2026-03-16,Completed,4
APP00253,Interview 1,4,2026-03-24,Completed,8
APP00253,Interview 2,5,2026-03-31,Rejected,7
APP00254,Applied,1,2026-05-13,Completed,
APP00254,Screened,2,2026-05-19,Rejected,6
APP00255,Applied,1,2026-06-09,Completed,
